Tppt,Vendor_ID,Vendor_Name,Route,Shipping_Type,Shipping_Type_Name,Kapasitas,OA,Source,Destination
3082,20004557,"Pujo Santoso, -",R00272,MJ,Truck 50 M3,50,"3,076,884",DC PATI,TM MAJALENGKA-7110
3082,20011284,PT RAPI TRANS LOGISTIK INDONESIA,R00272,MJ,Truck 50 M3,50,"3,109,968",DC PATI,TM MAJALENGKA-7110
3082,20009128,PT Sinar Guna Lestari,R00272,MK,Truck 55 M3,55,"2,500,000",DC PATI,TM MAJALENGKA-7110
3082,20005055,PT Sarijasa Transutama,R00273,C1,Container 20 FT,29,"11,925,000",DC PATI,TM MAKASSAR-7115
3082,20003657,"Mitra Intertrans Forwarding - S, PT",R00273,C1,Container 20 FT,29,"12,000,000",DC PATI,TM MAKASSAR-7115
3082,20006254,PT Transporindo Agung Sejahtera,R00273,C1,Container 20 FT,29,"12,000,000",DC PATI,TM MAKASSAR-7115
3082,20006020,"Tanjung Priok Indah Line (TPIL), PT",R00273,C1,Container 20 FT,29,"12,336,928",DC PATI,TM MAKASSAR-7115
3082,20006024,PT TANTO INTIM LINE,R00273,C1,Container 20 FT,29,"12,450,000",DC PATI,TM MAKASSAR-7115
3082,20011670,PT Global Logistic,R00273,C1,Container 20 FT,29,"12,900,000",DC PATI,TM MAKASSAR-7115
3082,20002789,PT KAMADJAJA LOGISTICS,R00273,C1,Container 20 FT,29,"14,900,000",DC PATI,TM MAKASSAR-7115
3082,20005055,PT Sarijasa Transutama,R00273,C3,Container 40 FT HC,69,"21,200,000",DC PATI,TM MAKASSAR-7115
3082,20006020,"Tanjung Priok Indah Line (TPIL), PT",R00273,C3,Container 40 FT HC,69,"21,397,292",DC PATI,TM MAKASSAR-7115
3082,20006254,PT Transporindo Agung Sejahtera,R00273,C3,Container 40 FT HC,69,"21,750,000",DC PATI,TM MAKASSAR-7115
3082,20003657,"Mitra Intertrans Forwarding - S, PT",R00273,C3,Container 40 FT HC,69,"21,900,000",DC PATI,TM MAKASSAR-7115
3082,20006024,PT TANTO INTIM LINE,R00273,C3,Container 40 FT HC,69,"22,100,000",DC PATI,TM MAKASSAR-7115
3082,20011670,PT Global Logistic,R00273,C3,Container 40 FT HC,69,"23,050,000",DC PATI,TM MAKASSAR-7115
3082,20002789,PT KAMADJAJA LOGISTICS,R00273,C3,Container 40 FT HC,69,"24,350,000",DC PATI,TM MAKASSAR-7115
3082,20010271,PT HANA JAYA PUTRA TRANSPORT,R00274,C3,Container 40 FT HC,69,"7,200,000",DC PATI,TM MALANG-7114
3082,20011284,PT RAPI TRANS LOGISTIK INDONESIA,R00274,C4,Container 45 FT,73,"3,350,000",DC PATI,TM MALANG-7114
3082,20009966,Deli Jaya,R00274,MC,Truck 15 M3,15,"1,610,000",DC PATI,TM MALANG-7114
3082,20015058,PT JEJE HARAPAN TRANSINDO,R00274,ME,Truck 25 M3,25,"2,300,000",DC PATI,TM MALANG-7114
3082,20002280,Himalaya,R00274,MF,Truck 30 M3,30,"1,557,750",DC PATI,TM MALANG-7114
3082,20015058,PT JEJE HARAPAN TRANSINDO,R00274,MF,Truck 30 M3,30,"3,900,000",DC PATI,TM MALANG-7114
3082,20014588,"Seino Indomobil Logistics, PT",R00274,MI,Truck 45 M3,45,"2,000,000",DC PATI,TM MALANG-7114
3082,20000721,CV BAROKAH JAYA,R00274,MI,Truck 45 M3,45,"2,375,000",DC PATI,TM MALANG-7114
3082,20004205,"Panthera Biru Indonesia, PT",R00274,MI,Truck 45 M3,45,"2,400,000",DC PATI,TM MALANG-7114
3082,20004683,CV RAJAWALI TRANS NUSANTARA,R00274,MI,Truck 45 M3,45,"2,400,000",DC PATI,TM MALANG-7114
3082,20011106,PT Abdi Prima Sentosa,R00274,MI,Truck 45 M3,45,"2,500,000",DC PATI,TM MALANG-7114
3082,20011912,PT ELVIANA JAVA TRANSPORTINDO,R00274,MI,Truck 45 M3,45,"2,500,000",DC PATI,TM MALANG-7114
3082,20001540,"Dua Putra, UD",R00274,MI,Truck 45 M3,45,"2,650,000",DC PATI,TM MALANG-7114
3082,20011284,PT RAPI TRANS LOGISTIK INDONESIA,R00274,MI,Truck 45 M3,45,"2,650,000",DC PATI,TM MALANG-7114
3082,20045876,PT Serasi Logistic Indonesia,R00274,MI,Truck 45 M3,45,"2,650,000",DC PATI,TM MALANG-7114
3082,20010271,PT HANA JAYA PUTRA TRANSPORT,R00274,MI,Truck 45 M3,45,"3,000,000",DC PATI,TM MALANG-7114
3082,20015058,PT JEJE HARAPAN TRANSINDO,R00274,MI,Truck 45 M3,45,"4,700,000",DC PATI,TM MALANG-7114
3082,20003657,"Mitra Intertrans Forwarding - S, PT",R00275,C1,Container 20 FT,29,"14,700,000",DC PATI,TM MANADO-7116
3082,20006024,PT TANTO INTIM LINE,R00275,C1,Container 20 FT,29,"15,000,000",DC PATI,TM MANADO-7116
3082,20006020,"Tanjung Priok Indah Line (TPIL), PT",R00275,C1,Container 20 FT,29,"15,191,909",DC PATI,TM MANADO-7116
3082,20005055,PT Sarijasa Transutama,R00275,C1,Container 20 FT,29,"17,100,000",DC PATI,TM MANADO-7116
3082,20006254,PT Transporindo Agung Sejahtera,R00275,C1,Container 20 FT,29,"17,100,000",DC PATI,TM MANADO-7116
3082,20011670,PT Global Logistic,R00275,C1,Container 20 FT,29,"17,950,000",DC PATI,TM MANADO-7116
3082,20003657,"Mitra Intertrans Forwarding - S, PT",R00275,C3,Container 40 FT HC,69,"24,000,000",DC PATI,TM MANADO-7116
3082,20006020,"Tanjung Priok Indah Line (TPIL), PT",R00275,C3,Container 40 FT HC,69,"26,627,465",DC PATI,TM MANADO-7116
3082,20006024,PT TANTO INTIM LINE,R00275,C3,Container 40 FT HC,69,"26,800,000",DC PATI,TM MANADO-7116
3082,20005055,PT Sarijasa Transutama,R00275,C3,Container 40 FT HC,69,"29,850,000",DC PATI,TM MANADO-7116
3082,20011670,PT Global Logistic,R00275,C3,Container 40 FT HC,69,"32,400,000",DC PATI,TM MANADO-7116
3082,20006254,PT Transporindo Agung Sejahtera,R00275,C3,Container 40 FT HC,69,"32,600,000",DC PATI,TM MANADO-7116
3082,20003657,"Mitra Intertrans Forwarding - S, PT",R00276,C1,Container 20 FT,29,"14,600,000",DC PATI,TM MAUMERE-7120
3082,20005055,PT Sarijasa Transutama,R00276,C1,Container 20 FT,29,"15,350,000",DC PATI,TM MAUMERE-7120
3082,20006254,PT Transporindo Agung Sejahtera,R00276,C1,Container 20 FT,29,"16,150,000",DC PATI,TM MAUMERE-7120
3082,20006024,PT TANTO INTIM LINE,R00277,C1,Container 20 FT,29,"15,850,000",DC PATI,TM MEDAN 1-7101
3082,20003657,"Mitra Intertrans Forwarding - S, PT",R00277,C1,Container 20 FT,29,"15,900,000",DC PATI,TM MEDAN 1-7101
3082,20006020,"Tanjung Priok Indah Line (TPIL), PT",R00277,C1,Container 20 FT,29,"15,962,357",DC PATI,TM MEDAN 1-7101
3082,20005055,PT Sarijasa Transutama,R00277,C1,Container 20 FT,29,"17,500,000",DC PATI,TM MEDAN 1-7101
3082,20006254,PT Transporindo Agung Sejahtera,R00277,C1,Container 20 FT,29,"17,500,000",DC PATI,TM MEDAN 1-7101
3082,20011670,PT Global Logistic,R00277,C1,Container 20 FT,29,"18,650,000",DC PATI,TM MEDAN 1-7101
3082,20006024,PT TANTO INTIM LINE,R00277,C3,Container 40 FT HC,69,"27,600,000",DC PATI,TM MEDAN 1-7101
3082,20006020,"Tanjung Priok Indah Line (TPIL), PT",R00277,C3,Container 40 FT HC,69,"27,645,353",DC PATI,TM MEDAN 1-7101
3082,20003657,"Mitra Intertrans Forwarding - S, PT",R00277,C3,Container 40 FT HC,69,"28,400,000",DC PATI,TM MEDAN 1-7101
3082,20006254,PT Transporindo Agung Sejahtera,R00277,C3,Container 40 FT HC,69,"31,550,000",DC PATI,TM MEDAN 1-7101
3082,20005055,PT Sarijasa Transutama,R00277,C3,Container 40 FT HC,69,"32,050,000",DC PATI,TM MEDAN 1-7101
3082,20011670,PT Global Logistic,R00277,C3,Container 40 FT HC,69,"34,000,000",DC PATI,TM MEDAN 1-7101
3082,20002883,"Karya Total Mandiri, PT",R00277,M4,Truck 20 M3,20,"11,000,000",DC PATI,TM MEDAN 1-7101
3082,20014588,"Seino Indomobil Logistics, PT",R00277,MI,Truck 45 M3,45,"28,910,000",DC PATI,TM MEDAN 1-7101
3082,20006024,PT TANTO INTIM LINE,R00278,C1,Container 20 FT,29,"15,850,000",DC PATI,TM MEDAN RAYA-7101
3082,20003657,"Mitra Intertrans Forwarding - S, PT",R00278,C1,Container 20 FT,29,"15,900,000",DC PATI,TM MEDAN RAYA-7101
3082,20006020,"Tanjung Priok Indah Line (TPIL), PT",R00278,C1,Container 20 FT,29,"15,962,357",DC PATI,TM MEDAN RAYA-7101
3082,20005055,PT Sarijasa Transutama,R00278,C1,Container 20 FT,29,"17,500,000",DC PATI,TM MEDAN RAYA-7101
3082,20006254,PT Transporindo Agung Sejahtera,R00278,C1,Container 20 FT,29,"17,500,000",DC PATI,TM MEDAN RAYA-7101
3082,20011670,PT Global Logistic,R00278,C1,Container 20 FT,29,"18,350,000",DC PATI,TM MEDAN RAYA-7101
3082,20006024,PT TANTO INTIM LINE,R00278,C3,Container 40 FT HC,69,"27,600,000",DC PATI,TM MEDAN RAYA-7101
3082,20006020,"Tanjung Priok Indah Line (TPIL), PT",R00278,C3,Container 40 FT HC,69,"27,645,353",DC PATI,TM MEDAN RAYA-7101
3082,20003657,"Mitra Intertrans Forwarding - S, PT",R00278,C3,Container 40 FT HC,69,"28,400,000",DC PATI,TM MEDAN RAYA-7101
3082,20006254,PT Transporindo Agung Sejahtera,R00278,C3,Container 40 FT HC,69,"31,550,000",DC PATI,TM MEDAN RAYA-7101
3082,20005055,PT Sarijasa Transutama,R00278,C3,Container 40 FT HC,69,"32,050,000",DC PATI,TM MEDAN RAYA-7101
3082,20011670,PT Global Logistic,R00278,C3,Container 40 FT HC,69,"33,800,000",DC PATI,TM MEDAN RAYA-7101
3082,20002883,"Karya Total Mandiri, PT",R00278,M4,Truck 20 M3,20,"11,000,000",DC PATI,TM MEDAN RAYA-7101
3082,20014588,"Seino Indomobil Logistics, PT",R00278,MI,Truck 45 M3,45,"28,910,000",DC PATI,TM MEDAN RAYA-7101
3082,20006024,PT TANTO INTIM LINE,R00279,C1,Container 20 FT,29,"15,850,000",DC PATI,TM MEDAN 3-7101
3082,20003657,"Mitra Intertrans Forwarding - S, PT",R00279,C1,Container 20 FT,29,"15,900,000",DC PATI,TM MEDAN 3-7101
3082,20006020,"Tanjung Priok Indah Line (TPIL), PT",R00279,C1,Container 20 FT,29,"15,963,377",DC PATI,TM MEDAN 3-7101
3082,20005055,PT Sarijasa Transutama,R00279,C1,Container 20 FT,29,"17,500,000",DC PATI,TM MEDAN 3-7101
3082,20006254,PT Transporindo Agung Sejahtera,R00279,C1,Container 20 FT,29,"17,500,000",DC PATI,TM MEDAN 3-7101
3082,20011670,PT Global Logistic,R00279,C1,Container 20 FT,29,"18,650,000",DC PATI,TM MEDAN 3-7101
3082,20006024,PT TANTO INTIM LINE,R00279,C3,Container 40 FT HC,69,"27,600,000",DC PATI,TM MEDAN 3-7101
3082,20006020,"Tanjung Priok Indah Line (TPIL), PT",R00279,C3,Container 40 FT HC,69,"27,647,394",DC PATI,TM MEDAN 3-7101
3082,20003657,"Mitra Intertrans Forwarding - S, PT",R00279,C3,Container 40 FT HC,69,"28,400,000",DC PATI,TM MEDAN 3-7101
3082,20006254,PT Transporindo Agung Sejahtera,R00279,C3,Container 40 FT HC,69,"31,550,000",DC PATI,TM MEDAN 3-7101
3082,20005055,PT Sarijasa Transutama,R00279,C3,Container 40 FT HC,69,"32,050,000",DC PATI,TM MEDAN 3-7101
3082,20011670,PT Global Logistic,R00279,C3,Container 40 FT HC,69,"34,000,000",DC PATI,TM MEDAN 3-7101
3082,20002883,"Karya Total Mandiri, PT",R00279,M4,Truck 20 M3,20,"11,000,000",DC PATI,TM MEDAN 3-7101
3082,20014588,"Seino Indomobil Logistics, PT",R00279,MI,Truck 45 M3,45,"28,910,000",DC PATI,TM MEDAN 3-7101
3082,20014588,"Seino Indomobil Logistics, PT",R00281,MI,Truck 45 M3,45,"15,300,000",DC PATI,TM METRO-7104
3082,20003932,"Mustika Candra, -",R00281,MJ,Truck 50 M3,50,"7,356,000",DC PATI,TM METRO-7104
3082,20045405,PT Dhano Putra Transport,R00281,MJ,Truck 50 M3,50,"7,356,000",DC PATI,TM METRO-7104
3082,20012994,"Bukit Kencana Mas, PT",R00281,MJ,Truck 50 M3,50,"8,500,000",DC PATI,TM METRO-7104
3082,20002883,"Karya Total Mandiri, PT",R00283,M4,Truck 20 M3,20,"8,000,000",DC PATI,TM MUARA BUNGO-7103
3082,20003932,"Mustika Candra, -",R00283,MG,Truck 35 M3,35,"10,148,625",DC PATI,TM MUARA BUNGO-7103
3082,20003932,"Mustika Candra, -",R00283,MH,Truck 40 M3,40,"12,031,875",DC PATI,TM MUARA BUNGO-7103
3082,20014588,"Seino Indomobil Logistics, PT",R00283,MI,Truck 45 M3,45,"20,350,000",DC PATI,TM MUARA BUNGO-7103
3082,20003932,"Mustika Candra, -",R00283,MJ,Truck 50 M3,50,"13,475,000",DC PATI,TM MUARA BUNGO-7103
3082,20003932,"Mustika Candra, -",R00285,MG,Truck 35 M3,35,"12,555,000",DC PATI,TM MUKO MUKO-7104
3082,20003932,"Mustika Candra, -",R00285,MH,Truck 40 M3,40,"14,333,625",DC PATI,TM MUKO MUKO-7104
3082,20003932,"Mustika Candra, -",R00285,MJ,Truck 50 M3,50,"18,600,000",DC PATI,TM MUKO MUKO-7104
3082,20002883,"Karya Total Mandiri, PT",R00286,M4,Truck 20 M3,20,"9,000,000",DC PATI,TM PADANG-7102
3082,20003932,"Mustika Candra, -",R00286,MG,Truck 35 M3,35,"12,555,000",DC PATI,TM PADANG-7102
3082,20003932,"Mustika Candra, -",R00286,MH,Truck 40 M3,40,"14,124,375",DC PATI,TM PADANG-7102
3082,20014588,"Seino Indomobil Logistics, PT",R00286,MI,Truck 45 M3,45,"23,440,000",DC PATI,TM PADANG-7102
3082,20012548,PT Sumber Subur Abadi,R00286,MJ,Truck 50 M3,50,"15,650,000",DC PATI,TM PADANG-7102
3082,20003932,"Mustika Candra, -",R00286,ML,Truck 60 M3,60,"17,000,000",DC PATI,TM PADANG-7102
3082,20003932,"Mustika Candra, -",R00286,MN,Truck 70 M3,70,"19,500,000",DC PATI,TM PADANG-7102
3082,20003932,"Mustika Candra, -",R00288,MG,Truck 35 M3,35,"6,982,338",DC PATI,TM PALEMBANG-7103
3082,20003932,"Mustika Candra, -",R00288,MH,Truck 40 M3,40,"8,500,237",DC PATI,TM PALEMBANG-7103
3082,20045405,PT Dhano Putra Transport,R00288,MH,Truck 40 M3,40,"8,500,237",DC PATI,TM PALEMBANG-7103
3082,20014588,"Seino Indomobil Logistics, PT",R00288,MI,Truck 45 M3,45,"17,720,000",DC PATI,TM PALEMBANG-7103
3082,20015143,PT ZEN INDOTAMA LOGISTIK,R00288,MJ,Truck 50 M3,50,"9,250,000",DC PATI,TM PALEMBANG-7103
3082,20003932,"Mustika Candra, -",R00288,MJ,Truck 50 M3,50,"9,613,364",DC PATI,TM PALEMBANG-7103
3082,20045405,PT Dhano Putra Transport,R00288,MJ,Truck 50 M3,50,"9,613,364",DC PATI,TM PALEMBANG-7103
3082,20003932,"Mustika Candra, -",R00288,ML,Truck 60 M3,60,"10,450,000",DC PATI,TM PALEMBANG-7103
3082,20011407,PT Pelayaran Samasagung Tunggal Per,R00290,C1,Container 20 FT,29,"11,477,273",DC PATI,TM PALU-7116
3082,20006254,PT Transporindo Agung Sejahtera,R00290,C1,Container 20 FT,29,"12,050,000",DC PATI,TM PALU-7116
3082,20003657,"Mitra Intertrans Forwarding - S, PT",R00290,C1,Container 20 FT,29,"12,400,000",DC PATI,TM PALU-7116
3082,20006020,"Tanjung Priok Indah Line (TPIL), PT",R00290,C1,Container 20 FT,29,"12,533,990",DC PATI,TM PALU-7116
3082,20005055,PT Sarijasa Transutama,R00290,C1,Container 20 FT,29,"12,800,000",DC PATI,TM PALU-7116
3082,20011670,PT Global Logistic,R00290,C1,Container 20 FT,29,"13,450,000",DC PATI,TM PALU-7116
3082,20006020,"Tanjung Priok Indah Line (TPIL), PT",R00290,C3,Container 40 FT HC,69,"21,924,142",DC PATI,TM PALU-7116
3082,20005055,PT Sarijasa Transutama,R00290,C3,Container 40 FT HC,69,"23,000,000",DC PATI,TM PALU-7116
3082,20005055,PT Sarijasa Transutama,R00291,C1,Container 20 FT,29,"13,625,000",DC PATI,TM PANGKALAN BUN-7117
3082,20003657,"Mitra Intertrans Forwarding - S, PT",R00291,C1,Container 20 FT,29,"13,900,000",DC PATI,TM PANGKALAN BUN-7117
3082,20011670,PT Global Logistic,R00291,C1,Container 20 FT,29,"14,450,000",DC PATI,TM PANGKALAN BUN-7117
3082,20006254,PT Transporindo Agung Sejahtera,R00291,C1,Container 20 FT,29,"14,600,000",DC PATI,TM PANGKALAN BUN-7117
3082,20005055,PT Sarijasa Transutama,R00291,C3,Container 40 FT HC,69,"25,600,000",DC PATI,TM PANGKALAN BUN-7117
3082,20011407,PT Pelayaran Samasagung Tunggal Per,R00293,C1,Container 20 FT,29,"13,295,455",DC PATI,TM PARIGI-7116
3082,20003657,"Mitra Intertrans Forwarding - S, PT",R00293,C1,Container 20 FT,29,"13,500,000",DC PATI,TM PARIGI-7116
3082,20005055,PT Sarijasa Transutama,R00293,C1,Container 20 FT,29,"13,925,000",DC PATI,TM PARIGI-7116
3082,20006020,"Tanjung Priok Indah Line (TPIL), PT",R00293,C1,Container 20 FT,29,"14,268,684",DC PATI,TM PARIGI-7116
3082,20006254,PT Transporindo Agung Sejahtera,R00293,C1,Container 20 FT,29,"14,600,000",DC PATI,TM PARIGI-7116
3082,20011670,PT Global Logistic,R00293,C1,Container 20 FT,29,"15,000,000",DC PATI,TM PARIGI-7116
3082,20005055,PT Sarijasa Transutama,R00293,C3,Container 40 FT HC,69,"24,250,000",DC PATI,TM PARIGI-7116
3082,20006020,"Tanjung Priok Indah Line (TPIL), PT",R00293,C3,Container 40 FT HC,69,"24,679,244",DC PATI,TM PARIGI-7116
3082,20003932,"Mustika Candra, -",R00294,MG,Truck 35 M3,35,"13,485,000",DC PATI,TM PASAMAN BARAT-7102
3082,20003932,"Mustika Candra, -",R00294,MH,Truck 40 M3,40,"15,170,625",DC PATI,TM PASAMAN BARAT-7102
3082,20009966,Deli Jaya,R00295,MC,Truck 15 M3,15,"80,000",DC PATI,TM PATI-7111
3082,20010063,Taman Sari Jaya.UD,R00295,MC,Truck 15 M3,15,"80,000",DC PATI,TM PATI-7111
3082,20046048,"Driver Freelance, -",R00295,MD,Truck 16 M3,16,"80,000",DC PATI,TM PATI-7111
3082,20013166,PT MITRA TOTAL PERSADA,R00295,ME,Truck 25 M3,25,"625,000",DC PATI,TM PATI-7111
3082,20015058,PT JEJE HARAPAN TRANSINDO,R00295,ME,Truck 25 M3,25,"1,300,000",DC PATI,TM PATI-7111
3082,20000939,Box Garuda,R00295,MF,Truck 30 M3,30,"20,000",DC PATI,TM PATI-7111
3082,20046048,"Driver Freelance, -",R00295,MF,Truck 30 M3,30,"112,000",DC PATI,TM PATI-7111
3082,20015058,PT JEJE HARAPAN TRANSINDO,R00295,MF,Truck 30 M3,30,"1,900,000",DC PATI,TM PATI-7111
3082,20010063,Taman Sari Jaya.UD,R00295,MH,Truck 40 M3,40,"149,000",DC PATI,TM PATI-7111
3082,20046048,"Driver Freelance, -",R00295,MH,Truck 40 M3,40,"149,000",DC PATI,TM PATI-7111
3082,20015058,PT JEJE HARAPAN TRANSINDO,R00295,MI,Truck 45 M3,45,"2,300,000",DC PATI,TM PATI-7111
3082,20010063,Taman Sari Jaya.UD,R00295,MJ,Truck 50 M3,50,"185,000",DC PATI,TM PATI-7111
3082,20046048,"Driver Freelance, -",R00295,MJ,Truck 50 M3,50,"185,000",DC PATI,TM PATI-7111
3082,20015058,PT JEJE HARAPAN TRANSINDO,R00296,M4,Truck 20 M3,20,"1,280,000",DC PATI,TM PEKALONGAN-7111
3082,20009966,Deli Jaya,R00296,MC,Truck 15 M3,15,"622,139",DC PATI,TM PEKALONGAN-7111
3082,20011057,CV SANTOSA JAYA ABADI,R00296,MC,Truck 15 M3,15,"622,139",DC PATI,TM PEKALONGAN-7111
3082,20013765,PT CITRABATI LOGISTIK INTERNASIONAL,R00296,MC,Truck 15 M3,15,"629,800",DC PATI,TM PEKALONGAN-7111
3082,20015163,PT GOTRANS LOGISTICS INTERNATIONAL,R00296,MC,Truck 15 M3,15,"951,000",DC PATI,TM PEKALONGAN-7111
3082,20012838,PT Tri Daya Transport,R00296,MD,Truck 16 M3,16,"751,905",DC PATI,TM PEKALONGAN-7111
3082,20015143,PT ZEN INDOTAMA LOGISTIK,R00296,ME,Truck 25 M3,25,"1,250,000",DC PATI,TM PEKALONGAN-7111
3082,20013166,PT MITRA TOTAL PERSADA,R00296,ME,Truck 25 M3,25,"1,400,000",DC PATI,TM PEKALONGAN-7111
3082,20015058,PT JEJE HARAPAN TRANSINDO,R00296,ME,Truck 25 M3,25,"1,400,000",DC PATI,TM PEKALONGAN-7111
3082,20000939,Box Garuda,R00296,MF,Truck 30 M3,30,"628,700",DC PATI,TM PEKALONGAN-7111
3082,20002280,Himalaya,R00296,MF,Truck 30 M3,30,"1,106,700",DC PATI,TM PEKALONGAN-7111
3082,20045405,PT Dhano Putra Transport,R00296,MF,Truck 30 M3,30,"1,285,155",DC PATI,TM PEKALONGAN-7111
3082,20015058,PT JEJE HARAPAN TRANSINDO,R00296,MF,Truck 30 M3,30,"2,100,000",DC PATI,TM PEKALONGAN-7111
3082,20010063,Taman Sari Jaya.UD,R00296,MH,Truck 40 M3,40,"1,563,208",DC PATI,TM PEKALONGAN-7111
3082,20012429,CV Trans Logistik,R00296,MH,Truck 40 M3,40,"1,563,208",DC PATI,TM PEKALONGAN-7111
3082,20045876,PT Serasi Logistic Indonesia,R00296,MH,Truck 40 M3,40,"1,612,837",DC PATI,TM PEKALONGAN-7111
3082,20012838,PT Tri Daya Transport,R00296,MH,Truck 40 M3,40,"1,804,572",DC PATI,TM PEKALONGAN-7111
3082,20000721,CV BAROKAH JAYA,R00296,MI,Truck 45 M3,45,"1,662,500",DC PATI,TM PEKALONGAN-7111
3082,20013166,PT MITRA TOTAL PERSADA,R00296,MI,Truck 45 M3,45,"1,750,000",DC PATI,TM PEKALONGAN-7111
3082,20012838,PT Tri Daya Transport,R00296,MI,Truck 45 M3,45,"1,900,000",DC PATI,TM PEKALONGAN-7111
3082,20015058,PT JEJE HARAPAN TRANSINDO,R00296,MI,Truck 45 M3,45,"2,350,000",DC PATI,TM PEKALONGAN-7111
3082,20003932,"Mustika Candra, -",R00297,MG,Truck 35 M3,35,"12,764,250",DC PATI,TM PEKANBARU-7102
3082,20003932,"Mustika Candra, -",R00297,MH,Truck 40 M3,40,"14,124,375",DC PATI,TM PEKANBARU-7102
3082,20045405,PT Dhano Putra Transport,R00297,MH,Truck 40 M3,40,"14,124,375",DC PATI,TM PEKANBARU-7102
3082,20014588,"Seino Indomobil Logistics, PT",R00297,MI,Truck 45 M3,45,"23,180,000",DC PATI,TM PEKANBARU-7102
3082,20045405,PT Dhano Putra Transport,R00297,MJ,Truck 50 M3,50,"15,693,750",DC PATI,TM PEKANBARU-7102
3082,20003932,"Mustika Candra, -",R00297,MN,Truck 70 M3,70,"19,500,000",DC PATI,TM PEKANBARU-7102
3082,20003932,"Mustika Candra, -",R00299,MG,Truck 35 M3,35,"7,428,375",DC PATI,TM PRABUMULIH-7103
3082,20003932,"Mustika Candra, -",R00299,MH,Truck 40 M3,40,"8,997,750",DC PATI,TM PRABUMULIH-7103
3082,20009966,Deli Jaya,R00311,MC,Truck 15 M3,15,"735,000",DC PATI,PS PUTRA TIGA JAYA-7112
3082,20045876,PT Serasi Logistic Indonesia,R00311,MC,Truck 15 M3,15,"735,000",DC PATI,PS PUTRA TIGA JAYA-7112
3082,20011057,CV SANTOSA JAYA ABADI,R00311,MC,Truck 15 M3,15,"739,428",DC PATI,PS PUTRA TIGA JAYA-7112
3082,20013765,PT CITRABATI LOGISTIK INTERNASIONAL,R00311,MC,Truck 15 M3,15,"750,120",DC PATI,PS PUTRA TIGA JAYA-7112
3082,20015143,PT ZEN INDOTAMA LOGISTIK,R00311,MC,Truck 15 M3,15,"1,000,000",DC PATI,PS PUTRA TIGA JAYA-7112
3082,20015183,PT CIPTA PEDAGANG UNGGUL,R00311,MC,Truck 15 M3,15,"1,200,000",DC PATI,PS PUTRA TIGA JAYA-7112
3082,20012838,PT Tri Daya Transport,R00311,MD,Truck 16 M3,16,"812,029",DC PATI,PS PUTRA TIGA JAYA-7112
3082,20013166,PT MITRA TOTAL PERSADA,R00311,ME,Truck 25 M3,25,"1,400,000",DC PATI,PS PUTRA TIGA JAYA-7112
3082,20015143,PT ZEN INDOTAMA LOGISTIK,R00311,ME,Truck 25 M3,25,"1,400,000",DC PATI,PS PUTRA TIGA JAYA-7112
3082,20015183,PT CIPTA PEDAGANG UNGGUL,R00311,ME,Truck 25 M3,25,"1,400,000",DC PATI,PS PUTRA TIGA JAYA-7112
3082,20000939,Box Garuda,R00311,MF,Truck 30 M3,30,"525,500",DC PATI,PS PUTRA TIGA JAYA-7112
3082,20015183,PT CIPTA PEDAGANG UNGGUL,R00311,MF,Truck 30 M3,30,"1,580,000",DC PATI,PS PUTRA TIGA JAYA-7112
3082,20010063,Taman Sari Jaya.UD,R00311,MH,Truck 40 M3,40,"1,624,571",DC PATI,PS PUTRA TIGA JAYA-7112
3082,20015183,PT CIPTA PEDAGANG UNGGUL,R00311,MJ,Truck 50 M3,50,"2,080,000",DC PATI,PS PUTRA TIGA JAYA-7112
3082,20015058,PT JEJE HARAPAN TRANSINDO,R00312,M4,Truck 20 M3,20,"1,570,000",DC PATI,TM PURWOKERTO-7112
3082,20009966,Deli Jaya,R00312,MC,Truck 15 M3,15,"800,730",DC PATI,TM PURWOKERTO-7112
3082,20011057,CV SANTOSA JAYA ABADI,R00312,MC,Truck 15 M3,15,"800,730",DC PATI,TM PURWOKERTO-7112
3082,20045876,PT Serasi Logistic Indonesia,R00312,MC,Truck 15 M3,15,"990,000",DC PATI,TM PURWOKERTO-7112
3082,20015143,PT ZEN INDOTAMA LOGISTIK,R00312,MC,Truck 15 M3,15,"1,200,000",DC PATI,TM PURWOKERTO-7112
3082,20012838,PT Tri Daya Transport,R00312,MD,Truck 16 M3,16,"1,052,667",DC PATI,TM PURWOKERTO-7112
3082,20013166,PT MITRA TOTAL PERSADA,R00312,ME,Truck 25 M3,25,"1,625,000",DC PATI,TM PURWOKERTO-7112
3082,20015058,PT JEJE HARAPAN TRANSINDO,R00312,ME,Truck 25 M3,25,"1,700,000",DC PATI,TM PURWOKERTO-7112
3082,20015143,PT ZEN INDOTAMA LOGISTIK,R00312,ME,Truck 25 M3,25,"2,000,000",DC PATI,TM PURWOKERTO-7112
3082,20000939,Box Garuda,R00312,MF,Truck 30 M3,30,"1,129,100",DC PATI,TM PURWOKERTO-7112
3082,20005043,CV SANTIKA MANDIRI,R00312,MF,Truck 30 M3,30,"1,500,000",DC PATI,TM PURWOKERTO-7112
3082,20000666,CV BAHAGIA JAYA,R00312,MF,Truck 30 M3,30,"1,551,978",DC PATI,TM PURWOKERTO-7112
3082,20045405,PT Dhano Putra Transport,R00312,MF,Truck 30 M3,30,"1,770,883",DC PATI,TM PURWOKERTO-7112
